timestamp,ax,ay,az,gx,gy,gz,lat,lng,alt,speed,bearing
24637.988,-1.7950,7.5498,4.8409,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24637.998,-1.3116,7.4733,5.4392,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.008,-0.8330,7.0090,6.6668,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.018,-0.8545,7.2364,7.9399,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.028,-0.8450,7.4589,8.6841,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.037,-0.4214,7.1454,8.9880,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.048,-0.4621,7.0018,8.5668,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.074,-0.3568,6.8630,7.8609,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.074,-0.7660,6.9827,7.4541,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.085,-1.1680,7.0928,6.8630,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.091,-1.4121,7.0688,6.3342,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.099,-1.2757,7.1430,6.1451,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.108,-1.1967,7.2028,5.9537,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.120,-1.0556,7.3560,5.8388,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.127,-1.1848,7.3680,5.9417,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.138,-1.3714,7.3656,6.0015,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.148,-1.4863,7.4685,6.2528,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.158,-1.1321,7.4086,6.5615,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.169,-1.0460,7.2459,7.0042,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
24638.188,-1.0221,7.2866,7.1478,0.0000,0.0000,0.0000,40.077666,116.428978,43.6,0.00,157.6
